Id,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,CallDurationSecs,CardInsurance
826,38,management,married,tertiary,0,93,1,0,cellular,86,0
827,39,services,married,secondary,0,117,1,0,cellular,1205,1
828,41,technician,married,secondary,0,1385,0,0,other,64,0
829,55,blue-collar,married,secondary,0,1011,1,0,cellular,131,0
830,32,management,divorced,tertiary,0,530,1,0,cellular,106,0
831,37,management,married,tertiary,0,1315,0,0,cellular,262,1
832,43,blue-collar,married,secondary,0,95,1,0,cellular,346,0
833,24,admin.,married,secondary,0,-94,1,0,cellular,253,0
834,44,admin.,married,secondary,0,1206,0,0,cellular,210,0
835,35,self-employed,married,tertiary,0,7990,1,0,cellular,417,0
836,56,blue-collar,divorced,primary,0,-216,1,0,other,147,0
837,29,admin.,married,tertiary,0,26,1,0,other,20,0
838,45,technician,married,secondary,0,3492,1,1,other,20,0
839,35,technician,single,tertiary,0,1880,0,0,cellular,180,1
840,41,services,divorced,secondary,0,2769,1,0,other,42,0
841,53,blue-collar,married,secondary,0,6112,0,0,cellular,246,0
842,44,services,married,primary,0,3,1,0,cellular,266,0
843,48,blue-collar,married,primary,0,-460,0,0,cellular,158,0
844,54,blue-collar,married,secondary,0,548,0,0,cellular,607,1
845,56,entrepreneur,divorced,primary,0,29,0,0,cellular,61,0
846,51,entrepreneur,married,tertiary,0,83,0,0,cellular,312,1
847,38,housemaid,single,secondary,0,113,1,0,other,43,0
848,30,management,single,tertiary,0,697,0,0,cellular,637,1
849,28,technician,single,secondary,0,909,0,1,cellular,621,1
850,80,retired,married,primary,0,155,0,0,telephone,290,1
851,29,student,single,tertiary,0,559,0,0,cellular,167,0
852,58,admin.,married,secondary,0,4348,1,0,cellular,923,1
853,50,admin.,married,secondary,0,546,0,0,cellular,96,0
854,30,technician,married,secondary,0,776,0,0,cellular,1006,1
855,33,technician,married,tertiary,0,525,1,1,cellular,583,0
856,54,management,married,tertiary,0,8295,0,0,cellular,992,1
857,59,management,married,tertiary,0,296,0,1,cellular,940,1
858,40,management,married,tertiary,0,409,0,0,cellular,130,0
859,51,entrepreneur,married,secondary,0,-799,0,1,cellular,1169,1
860,34,admin.,single,secondary,0,151,1,0,cellular,689,1
861,41,blue-collar,married,primary,0,246,0,0,other,300,1
862,40,management,married,primary,0,395,1,0,cellular,271,1
863,34,admin.,single,secondary,0,10,0,1,other,136,0
864,30,services,single,secondary,0,-143,1,0,cellular,99,0
865,56,services,single,secondary,0,-40,1,0,cellular,363,1
866,42,technician,divorced,secondary,0,19,0,0,cellular,1022,1
867,42,blue-collar,divorced,secondary,0,685,1,0,other,89,0
868,37,blue-collar,single,secondary,0,2235,1,0,cellular,489,0
869,31,blue-collar,divorced,secondary,0,-452,1,0,other,80,0
870,47,management,married,tertiary,0,-488,1,0,cellular,76,0
871,39,management,married,tertiary,0,0,1,0,cellular,947,1
872,25,admin.,single,secondary,0,82,0,1,cellular,121,1
873,61,retired,divorced,primary,0,3624,0,0,cellular,399,1
874,28,management,single,tertiary,0,437,0,0,cellular,395,1
875,48,admin.,single,secondary,0,1253,1,0,other,107,0
876,26,management,single,tertiary,0,1646,0,0,cellular,1040,1
877,54,management,single,tertiary,0,3294,1,0,cellular,154,0
878,28,admin.,divorced,secondary,0,785,1,0,other,194,1
879,24,student,single,secondary,0,23878,0,0,cellular,155,1
880,29,entrepreneur,single,secondary,0,158,1,0,cellular,281,0
881,52,technician,divorced,secondary,0,280,0,0,cellular,459,0
882,37,blue-collar,married,secondary,0,121,1,1,cellular,353,0
883,46,technician,married,secondary,0,499,1,0,cellular,43,0
884,29,blue-collar,married,secondary,0,723,0,1,cellular,274,0
885,36,student,single,tertiary,0,129,0,0,cellular,174,1
886,53,unemployed,divorced,secondary,0,587,0,0,cellular,655,1
887,56,technician,married,tertiary,0,3082,1,1,other,195,0
888,51,blue-collar,married,primary,0,3942,1,0,other,159,0
889,36,management,married,tertiary,0,2178,1,0,cellular,88,0
890,45,admin.,married,secondary,0,3493,1,0,cellular,582,0
891,51,technician,married,secondary,1,61,0,1,telephone,27,0
892,30,services,married,secondary,0,-95,1,1,other,134,0
893,47,technician,single,,0,-213,1,0,other,74,0
894,26,blue-collar,married,secondary,0,2005,1,0,other,98,0
895,62,retired,married,primary,0,1084,0,0,cellular,590,1
896,37,management,married,tertiary,0,630,0,0,cellular,368,1
897,43,management,married,tertiary,0,3518,0,0,cellular,211,1
898,71,retired,married,tertiary,0,653,0,0,telephone,471,1
899,37,technician,married,secondary,0,474,1,0,cellular,99,0
900,39,technician,married,secondary,0,768,1,1,other,75,0
901,34,blue-collar,married,secondary,0,-436,1,0,other,139,0
902,45,blue-collar,divorced,primary,0,594,1,0,other,365,1
903,30,management,married,tertiary,0,14,0,0,cellular,105,0
904,30,student,single,tertiary,0,2539,0,0,telephone,199,1
905,32,services,single,secondary,0,0,1,0,cellular,116,0
906,33,services,married,secondary,0,255,1,1,cellular,277,0
907,30,services,single,secondary,0,-172,1,1,cellular,329,0
908,53,blue-collar,married,primary,0,421,1,0,cellular,791,1
909,55,technician,single,tertiary,0,92,1,0,other,52,0
910,44,services,married,primary,0,1161,1,0,other,48,0
911,39,technician,married,tertiary,0,122,0,0,other,19,0
912,31,management,married,tertiary,0,430,1,0,cellular,160,0
913,48,blue-collar,divorced,secondary,0,2071,0,0,cellular,148,0
914,55,management,married,,0,1504,1,0,cellular,395,1
915,46,technician,single,tertiary,0,2739,0,0,cellular,137,0
916,31,management,divorced,tertiary,0,294,1,0,cellular,626,1
917,37,management,single,tertiary,0,62,1,0,cellular,500,1
918,56,housemaid,married,,0,1780,0,0,cellular,130,0
919,49,technician,divorced,tertiary,0,596,1,0,telephone,722,1
920,31,management,married,secondary,0,2294,0,0,cellular,564,0
921,32,technician,single,tertiary,0,654,1,0,cellular,718,1
922,43,admin.,married,secondary,0,1138,0,0,cellular,154,0
923,43,services,married,tertiary,0,4216,0,0,cellular,175,1
924,52,blue-collar,married,secondary,0,167,0,0,other,72,0
925,38,blue-collar,married,primary,0,3289,0,0,cellular,397,0
926,28,student,single,secondary,0,2351,0,0,telephone,157,1
927,47,blue-collar,married,primary,0,206,1,0,other,67,0
928,36,technician,married,secondary,0,494,1,0,other,36,0
929,34,admin.,married,secondary,0,592,1,0,other,21,0
930,32,admin.,married,tertiary,0,227,0,0,cellular,173,0
931,30,blue-collar,single,,0,694,1,1,cellular,700,0
932,33,management,married,secondary,0,2858,1,1,cellular,204,0
933,36,management,married,tertiary,0,900,1,0,other,208,0
934,57,admin.,single,secondary,0,5768,1,0,other,225,1
935,44,services,married,secondary,0,1326,0,0,cellular,112,0
936,49,services,divorced,secondary,0,0,0,0,cellular,481,1
937,44,technician,single,tertiary,0,643,0,0,cellular,259,0
938,36,management,single,tertiary,0,2646,0,0,cellular,197,1
939,28,student,single,,0,78,0,0,cellular,647,0
940,29,admin.,single,tertiary,0,41,1,0,cellular,173,1
941,45,blue-collar,married,primary,0,5461,1,0,cellular,982,1
942,45,blue-collar,married,primary,0,15515,0,0,cellular,195,0
943,32,management,single,tertiary,0,438,0,0,cellular,371,0
944,45,entrepreneur,married,primary,0,488,1,0,telephone,90,0
945,52,management,married,tertiary,0,7135,0,0,cellular,1205,1
946,32,services,single,secondary,0,-55,1,0,cellular,702,0
947,49,management,married,tertiary,0,403,0,0,cellular,298,0
948,53,technician,divorced,secondary,0,281,1,0,cellular,200,0
949,53,retired,married,secondary,0,-686,0,1,other,112,0
950,28,technician,single,secondary,0,313,0,0,cellular,1382,1
951,53,services,divorced,secondary,0,36,1,1,other,11,1
952,34,blue-collar,married,primary,0,503,1,0,other,53,0
953,43,blue-collar,married,secondary,0,1109,1,0,cellular,134,0
954,22,student,single,secondary,0,1522,0,0,cellular,430,1
955,55,technician,divorced,tertiary,0,264,1,0,other,15,0
956,32,management,married,tertiary,0,2349,0,0,cellular,157,0
957,72,retired,single,tertiary,0,1285,0,0,telephone,179,0
958,47,management,married,tertiary,0,4693,0,1,cellular,104,1
959,34,blue-collar,married,primary,0,-288,1,0,other,282,0
960,32,management,married,tertiary,0,92,0,0,other,51,0
961,57,technician,divorced,secondary,0,77,1,1,cellular,196,0
962,59,retired,married,secondary,0,163,0,0,cellular,542,0
963,31,technician,divorced,tertiary,0,0,0,0,cellular,679,1
964,43,admin.,married,secondary,0,2271,0,0,telephone,524,1
965,47,management,married,secondary,0,458,0,0,cellular,77,0
966,42,blue-collar,single,secondary,0,625,0,0,other,286,1
967,29,management,single,tertiary,0,1170,0,0,cellular,529,1
968,33,blue-collar,single,primary,0,785,1,0,cellular,162,0
969,30,admin.,single,secondary,0,387,1,0,other,33,0
970,45,management,married,secondary,0,1134,0,1,cellular,119,0
971,42,unemployed,married,tertiary,0,576,0,0,cellular,182,1
972,26,services,single,tertiary,0,1140,1,0,cellular,1149,1
973,27,blue-collar,single,secondary,0,2486,1,0,other,322,1
974,58,services,married,secondary,0,307,0,0,telephone,282,0
975,51,admin.,divorced,secondary,0,21,0,0,cellular,62,0
976,44,services,married,secondary,0,-627,1,0,other,164,0
977,50,admin.,divorced,secondary,0,363,1,0,other,588,1
978,31,services,divorced,primary,0,459,1,0,cellular,728,1
979,40,self-employed,married,tertiary,0,271,1,0,cellular,310,0
980,46,entrepreneur,married,secondary,0,131,1,0,cellular,81,0
981,45,unemployed,married,secondary,0,383,0,0,cellular,342,0
982,41,services,married,secondary,0,121,1,0,cellular,48,0
983,33,services,married,secondary,0,386,0,0,cellular,370,1
984,40,blue-collar,married,primary,0,1841,1,0,cellular,1028,1
985,58,admin.,married,secondary,0,826,0,0,other,388,1
986,42,unemployed,married,secondary,0,1289,0,0,cellular,292,1
987,35,admin.,married,primary,0,-229,1,0,cellular,206,0
988,49,admin.,married,secondary,0,2116,0,0,cellular,127,0
989,26,services,single,secondary,0,127,1,1,cellular,99,0
990,29,student,single,tertiary,0,0,0,0,other,23,0
991,38,technician,married,tertiary,0,3234,0,0,cellular,675,1
992,51,blue-collar,married,secondary,0,0,1,0,other,76,0
993,60,management,married,tertiary,0,3401,0,0,cellular,343,1
994,28,technician,single,tertiary,0,386,0,0,cellular,1013,1
995,35,self-employed,single,tertiary,0,1129,1,0,cellular,75,0
996,35,technician,single,secondary,0,196,1,0,cellular,371,0
997,52,blue-collar,married,primary,0,994,0,0,cellular,127,0
998,47,housemaid,married,secondary,0,2524,0,0,cellular,123,1
999,27,technician,single,secondary,0,41,1,1,cellular,938,0
1000,35,technician,single,tertiary,0,0,0,0,cellular,218,1
1001,40,management,married,tertiary,0,226,1,0,cellular,306,0
1002,35,self-employed,married,tertiary,0,1987,0,0,cellular,391,0
1003,30,self-employed,single,primary,0,163,0,0,cellular,262,0
1004,42,blue-collar,married,secondary,0,-274,1,0,cellular,88,0
1005,48,management,divorced,tertiary,0,-130,1,0,cellular,128,0
1006,47,admin.,married,secondary,0,2524,1,0,cellular,58,0
1007,80,retired,married,primary,0,1021,0,0,telephone,37,0
1008,36,management,married,tertiary,0,3949,0,0,cellular,152,1
1009,58,retired,married,secondary,0,32948,0,0,other,160,0
1010,30,admin.,single,secondary,0,315,1,0,cellular,1033,1
1011,26,entrepreneur,married,tertiary,1,144,0,1,cellular,853,0
1012,59,management,married,tertiary,0,2319,1,0,other,58,0
1013,39,admin.,single,tertiary,0,23,0,0,other,71,0
1014,56,management,married,tertiary,0,2333,0,0,cellular,285,1
1015,38,technician,single,tertiary,0,508,1,1,cellular,1288,1
1016,29,entrepreneur,married,tertiary,0,3037,1,0,other,15,0
1017,44,blue-collar,married,secondary,0,2979,1,0,cellular,21,0
1018,31,technician,married,tertiary,0,1197,1,0,other,154,0
1019,38,blue-collar,married,primary,0,5839,1,0,other,432,1
1020,36,blue-collar,married,,0,722,1,0,other,118,0
1021,40,blue-collar,married,secondary,0,72,1,0,other,48,0
1022,34,entrepreneur,married,primary,0,7279,1,0,cellular,1030,1
1023,51,technician,married,secondary,0,313,0,1,cellular,442,0
1024,59,retired,married,secondary,0,25947,0,0,cellular,341,0
1025,23,student,single,secondary,0,431,0,0,cellular,235,1
1026,45,management,married,tertiary,0,849,0,0,other,26,0
1027,62,retired,married,secondary,0,1495,0,0,cellular,1047,1
1028,42,technician,married,tertiary,0,849,0,0,cellular,471,0
1029,34,blue-collar,single,,0,-90,1,0,cellular,23,0
1030,39,blue-collar,married,secondary,1,-931,1,0,other,40,0
1031,36,services,divorced,secondary,0,82,1,0,cellular,264,0
1032,57,housemaid,married,primary,0,2785,0,0,cellular,712,1
1033,58,admin.,divorced,secondary,0,1947,0,0,telephone,228,1
1034,45,blue-collar,married,primary,0,-485,1,0,cellular,142,0
1035,49,technician,divorced,tertiary,0,1807,1,0,cellular,267,1
1036,61,retired,married,secondary,0,938,0,0,cellular,458,1
1037,39,unemployed,married,secondary,0,2245,0,0,cellular,875,1
1038,36,self-employed,single,tertiary,0,1240,0,0,cellular,948,1
1039,34,management,married,tertiary,0,611,0,0,cellular,409,1
1040,33,blue-collar,married,primary,0,35,0,0,cellular,55,0
1041,67,retired,married,,0,2540,0,0,telephone,278,1
1042,29,unemployed,single,secondary,0,523,0,0,cellular,410,0
1043,31,technician,single,tertiary,0,882,0,0,cellular,342,1
1044,37,blue-collar,married,primary,0,655,1,0,cellular,148,0
1045,36,services,married,primary,0,413,1,0,telephone,60,0
1046,73,retired,divorced,primary,0,2308,0,0,telephone,163,1
1047,44,services,married,secondary,0,1422,1,0,other,57,0
1048,41,blue-collar,married,,0,665,1,0,other,62,0
1049,27,management,married,tertiary,0,802,0,0,cellular,665,1
1050,29,admin.,divorced,secondary,0,0,0,0,other,172,0
1051,37,admin.,married,secondary,0,1967,0,0,telephone,376,1
1052,34,management,married,tertiary,0,519,0,0,cellular,67,0
1053,49,management,single,tertiary,0,7443,0,0,telephone,293,1
1054,32,technician,single,secondary,0,3297,0,0,cellular,116,0
1055,30,management,single,tertiary,0,30,0,0,cellular,257,0
1056,48,blue-collar,married,secondary,0,794,0,0,cellular,158,0
1057,50,blue-collar,married,secondary,0,74,1,1,other,64,0
1058,25,student,single,secondary,0,203,0,0,cellular,126,0
1059,32,housemaid,married,primary,0,163,0,0,cellular,154,0
1060,31,self-employed,single,tertiary,0,1815,0,0,telephone,107,0
1061,36,blue-collar,married,secondary,0,6290,1,0,other,8,0
1062,25,blue-collar,single,secondary,0,2354,0,1,other,43,0
1063,34,blue-collar,married,primary,0,3527,1,0,cellular,1194,1
1064,57,management,divorced,tertiary,0,6468,1,0,cellular,799,0
1065,73,retired,divorced,tertiary,0,3203,0,0,cellular,173,1
1066,29,management,single,tertiary,0,502,0,0,cellular,1131,1
1067,32,entrepreneur,married,tertiary,0,11591,1,0,cellular,50,0
1068,38,housemaid,married,secondary,0,-278,1,0,cellular,167,0
1069,52,retired,divorced,tertiary,0,-309,1,0,other,219,1
1070,34,management,single,tertiary,0,7263,1,0,telephone,86,0
1071,58,blue-collar,married,secondary,0,602,1,0,cellular,235,0
1072,36,self-employed,married,tertiary,0,7343,0,0,cellular,91,0
1073,38,admin.,married,tertiary,0,1988,0,0,cellular,120,1
1074,32,admin.,married,tertiary,0,57,0,0,cellular,619,0
1075,37,unemployed,married,secondary,0,1978,0,0,cellular,472,1
1076,29,technician,single,secondary,0,-219,1,0,cellular,99,0
1077,37,management,married,primary,0,1506,0,0,cellular,118,0
1078,59,management,married,tertiary,0,3342,0,0,cellular,545,1
1079,32,management,married,tertiary,0,210,0,0,cellular,141,0
1080,36,management,married,tertiary,0,495,0,0,cellular,183,1
1081,29,services,married,secondary,0,182,1,0,telephone,38,0
1082,44,management,single,tertiary,0,1424,1,0,cellular,235,0
1083,33,entrepreneur,married,secondary,0,-122,0,0,cellular,144,0
1084,43,entrepreneur,married,secondary,0,104,1,0,cellular,742,1
1085,32,management,married,tertiary,0,302,1,1,other,27,1
1086,42,management,divorced,tertiary,0,5037,0,0,cellular,117,0
1087,27,unemployed,single,tertiary,0,37,1,0,other,72,0
1088,35,management,single,tertiary,0,80,0,0,cellular,507,1
1089,54,management,married,tertiary,0,154,0,0,other,68,0
1090,73,retired,married,tertiary,0,448,0,0,cellular,79,0
1091,34,technician,married,secondary,0,-259,1,0,other,54,0
1092,31,management,single,tertiary,0,0,0,0,cellular,223,0
1093,25,technician,single,secondary,0,505,0,1,cellular,451,1
1094,43,blue-collar,married,primary,0,-476,1,0,other,7,0
1095,52,blue-collar,married,secondary,0,1405,0,1,cellular,880,1
1096,42,management,single,secondary,0,50,0,0,other,21,0
1097,37,blue-collar,married,secondary,0,103,1,0,cellular,179,0
1098,36,technician,married,secondary,0,1368,0,0,cellular,603,1
1099,64,retired,married,secondary,0,2031,0,0,cellular,236,0
1100,40,retired,married,primary,0,407,1,0,cellular,234,0
1101,41,management,divorced,tertiary,0,846,0,1,cellular,241,0
1102,35,technician,single,secondary,0,1693,1,0,cellular,602,1
1103,29,technician,single,secondary,0,3466,0,0,cellular,320,1
1104,38,student,married,secondary,0,134,0,0,cellular,106,0
1105,41,blue-collar,married,secondary,0,167,0,0,other,21,0
1106,22,student,single,secondary,0,2488,0,0,cellular,524,1
1107,58,unemployed,married,secondary,0,1625,0,0,cellular,334,1
1108,50,blue-collar,married,primary,0,12519,1,0,cellular,718,1
1109,34,blue-collar,single,secondary,0,-96,1,0,other,67,0
1110,41,services,married,primary,0,510,0,0,other,139,0
1111,47,admin.,married,secondary,0,726,0,0,other,26,0
1112,54,technician,married,secondary,0,473,0,1,cellular,131,0
1113,35,technician,married,secondary,0,150,0,0,cellular,283,0
1114,40,housemaid,married,tertiary,0,0,0,0,other,3,0
1115,28,self-employed,single,secondary,0,5679,1,0,cellular,819,1
1116,52,management,married,tertiary,0,1065,1,1,other,70,0
1117,48,blue-collar,married,secondary,0,1730,1,0,cellular,422,1
1118,55,housemaid,divorced,primary,0,77,0,0,cellular,541,1
1119,32,blue-collar,married,secondary,0,169,1,0,cellular,340,0
1120,40,blue-collar,married,primary,0,-108,1,0,other,65,0
1121,35,blue-collar,married,secondary,0,503,1,1,other,25,0
1122,29,self-employed,single,tertiary,0,415,0,0,cellular,142,0
1123,30,management,divorced,tertiary,0,415,1,1,cellular,1149,1
1124,36,self-employed,single,secondary,0,74,1,1,cellular,231,0
1125,34,blue-collar,married,primary,0,-106,1,0,other,104,0
1126,60,unemployed,married,primary,0,0,0,0,cellular,1393,1
1127,50,blue-collar,divorced,primary,0,149,1,0,other,32,0
1128,25,student,single,secondary,0,1747,1,0,cellular,1055,1
1129,27,blue-collar,married,secondary,0,484,1,0,cellular,245,0
1130,43,unemployed,divorced,secondary,0,4478,1,0,other,58,0
1131,55,,married,tertiary,0,0,0,0,other,17,0
1132,37,services,married,secondary,0,345,1,1,cellular,133,0
1133,58,blue-collar,married,primary,0,76,1,0,other,68,0
1134,34,technician,single,tertiary,0,2733,0,0,cellular,705,1
1135,32,admin.,single,secondary,0,1649,0,0,cellular,238,0
1136,29,admin.,single,secondary,0,464,0,0,cellular,243,1
1137,70,retired,divorced,secondary,0,6850,0,0,telephone,228,0
1138,42,admin.,married,secondary,0,16517,0,0,cellular,641,0
1139,33,management,single,tertiary,0,4176,0,0,cellular,336,1
1140,45,entrepreneur,married,tertiary,0,3689,1,0,cellular,464,0
1141,39,management,divorced,tertiary,0,-999,1,0,other,137,0
1142,51,blue-collar,married,primary,0,541,0,0,cellular,774,1
1143,22,student,single,secondary,0,120,0,0,cellular,286,0
1144,38,services,married,primary,0,175,0,0,other,58,0
1145,51,blue-collar,married,secondary,0,7180,1,0,other,407,1
1146,30,entrepreneur,single,secondary,0,732,0,0,cellular,1640,1
1147,38,admin.,divorced,secondary,0,19,1,0,other,265,1
1148,50,,married,,0,558,0,0,cellular,542,1
1149,42,services,married,secondary,0,1376,1,0,cellular,317,1
1150,24,student,single,secondary,0,822,0,0,cellular,215,1
1151,34,entrepreneur,single,secondary,1,-200,0,1,cellular,290,0
1152,55,technician,divorced,secondary,0,35,1,0,cellular,147,0
1153,39,blue-collar,married,primary,0,568,1,0,other,76,0
1154,51,admin.,married,secondary,0,684,1,0,cellular,79,0
1155,23,services,single,secondary,0,91,1,0,other,164,0
1156,31,technician,married,secondary,0,367,0,0,cellular,92,0
1157,36,technician,divorced,secondary,0,69,1,0,cellular,71,0
1158,37,management,married,tertiary,0,9269,1,1,cellular,83,0
1159,30,management,single,tertiary,0,5359,0,0,cellular,499,1
1160,38,admin.,married,secondary,0,1767,1,0,cellular,564,1
1161,32,entrepreneur,single,tertiary,0,-34,1,0,cellular,118,1
1162,32,management,single,tertiary,0,41,0,0,cellular,801,1
1163,53,blue-collar,married,primary,0,1138,1,0,cellular,438,0
1164,32,blue-collar,married,secondary,0,897,1,0,cellular,342,0
1165,27,services,married,secondary,0,511,1,0,other,37,0
1166,34,management,married,tertiary,0,589,0,0,cellular,350,1
1167,27,blue-collar,single,primary,0,497,1,0,cellular,298,0
1168,27,student,single,tertiary,0,118,0,0,cellular,131,0
1169,24,technician,single,secondary,0,-73,1,0,cellular,8,0
1170,56,technician,married,secondary,0,1093,0,0,cellular,104,0
1171,63,retired,divorced,tertiary,0,0,0,0,cellular,307,1
1172,32,management,single,tertiary,0,0,0,0,cellular,298,0
1173,46,management,married,tertiary,0,273,1,0,cellular,2292,1
1174,35,self-employed,married,secondary,0,0,0,0,cellular,75,0
1175,47,admin.,married,secondary,0,407,1,0,other,29,0
1176,45,technician,married,tertiary,0,377,1,0,other,366,1
1177,31,blue-collar,married,secondary,0,0,0,0,telephone,36,0
1178,32,services,single,secondary,0,-23,0,0,cellular,216,0
1179,34,services,married,secondary,0,0,1,0,other,50,0
1180,46,management,married,tertiary,0,11385,0,0,cellular,314,1
1181,32,technician,single,tertiary,0,5514,0,0,cellular,373,1
1182,27,admin.,married,secondary,0,897,0,0,cellular,464,1
1183,31,management,single,tertiary,0,533,0,0,telephone,372,1
1184,31,blue-collar,married,secondary,0,335,1,0,other,99,0
1185,37,unemployed,married,secondary,0,4769,0,0,cellular,145,0
1186,29,blue-collar,married,secondary,0,2312,1,0,telephone,109,0
1187,29,blue-collar,married,secondary,0,1175,1,1,cellular,165,0
1188,45,services,married,secondary,0,-406,1,1,cellular,322,0
1189,57,admin.,married,secondary,0,403,1,0,cellular,704,1
1190,39,technician,divorced,tertiary,1,3,0,0,cellular,570,1
1191,26,student,single,secondary,0,8015,0,0,cellular,127,0
1192,48,admin.,married,secondary,0,50,0,1,cellular,489,1
1193,54,management,married,secondary,0,4080,0,0,other,61,0
1194,37,technician,married,tertiary,0,88,0,0,cellular,228,1
1195,31,technician,married,secondary,0,1173,1,0,cellular,519,1
1196,39,management,married,secondary,0,2198,0,0,other,183,0
1197,35,technician,married,secondary,0,13,0,0,cellular,110,0
1198,35,self-employed,single,tertiary,0,4294,0,0,other,232,0
1199,31,management,married,tertiary,0,917,1,0,cellular,117,0
1200,57,admin.,married,secondary,0,4168,1,1,other,21,0
1201,41,management,married,tertiary,0,2767,0,0,cellular,88,0
1202,55,admin.,married,secondary,0,139,0,0,cellular,281,1
1203,38,admin.,divorced,secondary,0,485,1,0,cellular,294,0
1204,32,blue-collar,single,secondary,0,226,1,0,other,187,0
1205,39,management,single,tertiary,0,11971,1,0,telephone,75,0
1206,42,technician,married,secondary,0,300,1,0,cellular,89,0
1207,75,retired,divorced,primary,0,37127,0,0,cellular,590,0
1208,48,management,married,secondary,0,36686,0,0,cellular,345,0
1209,38,management,married,tertiary,0,1722,1,0,cellular,584,1
1210,46,technician,single,tertiary,0,628,0,0,cellular,530,0
1211,35,self-employed,single,tertiary,0,353,0,0,cellular,411,1
1212,33,technician,single,tertiary,0,119,0,1,cellular,236,0
1213,45,services,married,secondary,0,-75,1,0,cellular,157,0
1214,56,management,married,tertiary,0,171,0,1,telephone,610,0
1215,36,management,married,tertiary,0,255,0,0,cellular,283,1
1216,35,blue-collar,single,secondary,0,510,1,0,other,36,0
1217,41,blue-collar,married,secondary,0,2823,1,0,other,376,1
1218,52,blue-collar,married,primary,0,1524,0,0,cellular,1176,1
1219,34,blue-collar,married,secondary,0,1454,1,0,cellular,270,1
1220,31,blue-collar,married,secondary,0,1664,1,0,cellular,185,0
1221,64,self-employed,married,tertiary,0,661,0,0,cellular,429,1
1222,46,management,married,tertiary,0,0,0,0,cellular,356,1
1223,69,technician,married,tertiary,0,482,0,0,cellular,558,1
1224,32,management,married,tertiary,0,6138,0,0,cellular,606,1
1225,44,management,married,secondary,0,11972,0,0,other,56,0
1226,57,management,married,tertiary,0,334,1,0,cellular,197,0
1227,27,services,single,secondary,0,1347,0,0,telephone,824,1
1228,39,entrepreneur,divorced,secondary,0,-271,1,0,cellular,474,0
1229,30,management,married,secondary,0,503,1,0,cellular,112,0
1230,33,services,married,tertiary,0,570,0,0,cellular,82,0
1231,42,management,married,,0,849,1,0,cellular,779,1
1232,30,services,married,secondary,0,475,0,0,cellular,224,0
1233,31,technician,married,tertiary,0,120,0,0,cellular,1168,1
1234,58,management,married,secondary,0,37,0,0,cellular,98,0
1235,24,student,single,secondary,0,82,1,0,other,89,0
1236,39,technician,married,secondary,0,2266,0,0,cellular,243,1
1237,32,technician,single,tertiary,0,1855,0,0,cellular,147,1
1238,29,admin.,single,secondary,0,163,1,1,other,352,1
1239,47,entrepreneur,divorced,tertiary,0,178,0,0,cellular,340,0
1240,43,technician,married,secondary,0,0,1,1,cellular,630,0
1241,38,blue-collar,married,primary,0,1401,0,0,cellular,603,1
1242,38,technician,married,secondary,0,922,1,1,cellular,453,0
1243,53,technician,married,secondary,0,137,0,1,cellular,61,0
1244,65,retired,married,secondary,0,1624,0,0,cellular,221,0
1245,33,admin.,married,secondary,0,-370,1,0,cellular,305,1
1246,51,services,divorced,secondary,0,9,0,0,other,163,1
1247,45,management,single,tertiary,0,4831,0,0,cellular,559,1
1248,34,services,married,secondary,0,1337,0,0,cellular,298,1
1249,41,admin.,single,tertiary,0,982,0,0,cellular,123,0
1250,36,self-employed,married,tertiary,0,2012,0,0,cellular,220,0
1251,31,technician,married,secondary,0,28,0,0,cellular,204,0
1252,30,management,single,tertiary,0,364,0,0,cellular,357,1
1253,28,blue-collar,single,primary,0,2340,1,0,other,175,0
1254,36,admin.,divorced,secondary,0,0,1,0,other,58,0
1255,31,blue-collar,married,primary,0,3283,1,0,other,44,0
1256,37,blue-collar,married,secondary,0,408,1,0,telephone,28,0
1257,48,blue-collar,single,secondary,0,580,1,0,other,81,0
1258,32,management,single,tertiary,0,2613,0,0,cellular,607,0
1259,40,blue-collar,divorced,secondary,0,-426,0,1,other,107,0
1260,47,technician,married,tertiary,0,1115,1,0,telephone,18,0
1261,32,services,married,secondary,0,4885,1,1,cellular,467,0
1262,57,unemployed,married,primary,0,0,1,0,cellular,270,0
1263,63,management,married,tertiary,0,5112,0,0,telephone,2184,1
1264,40,unemployed,single,tertiary,0,7968,0,0,cellular,856,1
1265,37,blue-collar,married,secondary,0,604,1,0,cellular,433,1
1266,28,technician,single,tertiary,0,4987,0,0,cellular,296,1
1267,42,blue-collar,married,primary,0,1978,1,0,cellular,79,0
1268,61,retired,married,secondary,0,3114,0,0,cellular,445,1
1269,40,entrepreneur,single,secondary,0,5,0,1,cellular,137,0
1270,28,blue-collar,married,secondary,0,948,1,0,other,200,0
1271,49,management,married,tertiary,0,2139,0,0,cellular,325,0
1272,53,services,divorced,primary,0,-291,1,1,other,259,1
1273,33,services,married,secondary,0,114,0,1,other,297,1
1274,33,management,married,tertiary,0,4570,0,0,cellular,1469,1
1275,57,housemaid,married,primary,0,625,0,1,other,380,1
1276,34,blue-collar,married,secondary,0,559,1,0,telephone,47,0
1277,42,management,married,tertiary,0,294,0,0,cellular,599,1
1278,59,management,married,tertiary,0,474,0,0,cellular,294,1
1279,32,management,single,tertiary,0,1047,1,0,cellular,237,0
